parameter file: params.grmtest
### THE INPUT PARAMETERS
##PARAMETER NAME: VALUE
genotypename: /users/chrchang/wdist/test2.ped
snpname: /users/chrchang/wdist/test2.map
indivname: /users/chrchang/wdist/test2.ped
evecoutname: example.evec
evaloutname: example.eval
altnormstyle: NO
numoutevec: 2
familynames: NO
grmoutname: grmtest
## smartpca version: 10210
norm used

genetic distance set from physical distance
genotype file processed
number of samples used: 1000 number of snps used: 100000
Using 2 threads.
 snp            rs1567310 ignored . allelecnt:     0  missing:     0
 113      1.204492   -0.000458   -17.623            1 48618.481
 114      1.204281   -0.000211   -17.338            1 48680.567
 115      1.203484   -0.000797   -17.404            1 48743.498
 116      1.202527   -0.000957   -17.568            1 48806.392
 117      1.201977   -0.000550   -17.487            1 48869.002
 118      1.200869   -0.001109   -17.745            1 48931.945
 119      1.200001   -0.000868   -17.858            1 48994.365
 120      1.199555   -0.000446   -17.717            1 49056.623
 121      1.197891   -0.001663   -18.314            1 49119.368
 122      1.197223   -0.000669   -18.312            1 49180.716
 123      1.196756   -0.000466   -18.186            1 49242.192
 124      1.195394   -0.001362   -18.605            1 49304.113
 125      1.195105   -0.000290   -18.374            1 49365.081
 126      1.194334   -0.000771   -18.436            1 49426.763
 127      1.194064   -0.000269   -18.192            1 49488.410
 128      1.192724   -0.001341   -18.601            1 49550.814
 129      1.192146   -0.000578   -18.546            1 49612.279
 130      1.191444   -0.000702   -18.568            1 49674.007
 131      1.189535   -0.001909   -19.330            1 49735.802
 132      1.189154   -0.000382   -19.160            1 49795.728
 133      1.188835   -0.000319   -18.952            1 49856.212
 134      1.188269   -0.000565   -18.893            1 49917.360
 135      1.187583   -0.000686   -18.909            1 49978.782
 136      1.187148   -0.000435   -18.770            1 50040.282
 137      1.185758   -0.001390   -19.220            1 50102.269
 138      1.185621   -0.000137   -18.900            1 50163.185
 139      1.185257   -0.000364   -18.718            1 50225.070
 140      1.183733   -0.001524   -19.251            1 50287.564
 141      1.183434   -0.000299   -19.032            1 50348.750
 142      1.182374   -0.001060   -19.282            1 50410.645
 143      1.182103   -0.000271   -19.045            1 50471.986
 144      1.181631   -0.000472   -18.932            1 50534.083
 145      1.180243   -0.001389   -19.387            1 50596.610
 146      1.179458   -0.000784   -19.470            1 50658.024
 147      1.178427   -0.001031   -19.707            1 50719.329
 148      1.178326   -0.000101   -19.368            1 50780.104
 149      1.176847   -0.001479   -19.885            1 50841.921
 150      1.176494   -0.000353   -19.704            1 50902.440
 151      1.175833   -0.000660   -19.714            1 50963.570
 152      1.175297   -0.000536   -19.646            1 51024.788
 153      1.175025   -0.000272   -19.414            1 51086.308
 154      1.174043   -0.000982   -19.623            1 51148.590
 155      1.173491   -0.000553   -19.566            1 51210.408
 156      1.172240   -0.001251   -19.946            1 51272.502
 157      1.171945   -0.000295   -19.730            1 51333.654
 158      1.171035   -0.000910   -19.899            1 51395.525
 159      1.170346   -0.000689   -19.930            1 51457.040
 160      1.169771   -0.000575   -19.890            1 51518.582
 161      1.168466   -0.001305   -20.310            1 51580.351
 162      1.168155   -0.000311   -20.107            1 51641.052
 163      1.167690   -0.000464   -19.999            1 51702.438
 164      1.167518   -0.000172   -19.706            1 51764.245
 165      1.166590   -0.000928   -19.889            1 51827.003
 166      1.165131   -0.001459   -20.409            1 51889.356
 167      1.164640   -0.000491   -20.321            1 51950.336
 168      1.163336   -0.001304   -20.747            1 52011.681
 169      1.162759   -0.000577   -20.716            1 52071.913
 170      1.162244   -0.000515   -20.645            1 52132.343
 171      1.161501   -0.000743   -20.719            1 52193.083
 172      1.160881   -0.000620   -20.716            1 52253.719
 173      1.160277   -0.000604   -20.702            1 52314.474
 174      1.159588   -0.000689   -20.744            1 52375.377
 175      1.158937   -0.000650   -20.761            1 52436.268
 176      1.158641   -0.000296   -20.552            1 52497.219
 177      1.158174   -0.000467   -20.452            1 52558.891
 178      1.157590   -0.000584   -20.426            1 52620.971
 179      1.156514   -0.001075   -20.713            1 52683.243
 180      1.155689   -0.000825   -20.843            1 52744.775
 181      1.155085   -0.000604   -20.833            1 52806.031
 182      1.154609   -0.000476   -20.741            1 52867.427
 183      1.154029   -0.000580   -20.715            1 52929.208
 184      1.152937   -0.001092   -21.017            1 52991.177
 185      1.152125   -0.000812   -21.143            1 53052.349
 186      1.151598   -0.000528   -21.087            1 53113.252
 187      1.150579   -0.001018   -21.346            1 53174.430
 188      1.150064   -0.000515   -21.283            1 53234.932
 189      1.149521   -0.000544   -21.239            1 53295.729
 190      1.149001   -0.000519   -21.179            1 53356.765
 191      1.147872   -0.001129   -21.512            1 53418.090
 192      1.147049   -0.000823   -21.650            1 53478.505
 193      1.146658   -0.000391   -21.511            1 53538.600
 194      1.145945   -0.000714   -21.579            1 53599.225
 195      1.145119   -0.000825   -21.720            1 53659.743
 196      1.144650   -0.000470   -21.632            1 53719.928
 197      1.143678   -0.000972   -21.869            1 53780.486
 198      1.143466   -0.000212   -21.616            1 53840.412
 199      1.142982   -0.000484   -21.537            1 53901.225
 200      1.142751   -0.000232   -21.294            1 53962.387
 201      1.141424   -0.001327   -21.762            1 54024.415
 202      1.140847   -0.000577   -21.745            1 54085.081
 203      1.140684   -0.000163   -21.459            1 54145.900
 204      1.140240   -0.000444   -21.354            1 54207.725
 205      1.140016   -0.000224   -21.105            1 54269.988
 206      1.138521   -0.001496   -21.685            1 54333.152
 207      1.137567   -0.000953   -21.915            1 54394.576
 208      1.137072   -0.000496   -21.848            1 54455.370
 209      1.136756   -0.000315   -21.662            1 54516.479
 210      1.136019   -0.000737   -21.752            1 54578.286
 211      1.135009   -0.001010   -22.022            1 54639.908
 212      1.134456   -0.000553   -21.994            1 54700.764
 213      1.133840   -0.000616   -22.007            1 54761.810
 214      1.133093   -0.000747   -22.107            1 54822.914
 215      1.132657   -0.000436   -22.003            1 54883.795
 216      1.132255   -0.000402   -21.876            1 54945.113
 217      1.131033   -0.001222   -22.289            1 55006.946
 218      1.130829   -0.000204   -22.034            1 55067.530
 219      1.129839   -0.000990   -22.296            1 55129.048
 220      1.129420   -0.000419   -22.183            1 55189.803
 221      1.128710   -0.000710   -22.261            1 55251.029
 222      1.128058   -0.000652   -22.302            1 55312.094
 223      1.127482   -0.000576   -22.294            1 55373.120
 224      1.126902   -0.000579   -22.288            1 55434.271
 225      1.126061   -0.000842   -22.456            1 55495.540
 226      1.125110   -0.000951   -22.698            1 55556.346
 227      1.124872   -0.000237   -22.468            1 55616.436
 228      1.124693   -0.000180   -22.198            1 55677.392
 229      1.124229   -0.000463   -22.116            1 55739.354
 230      1.123145   -0.001084   -22.446            1 55801.697
 231      1.122665   -0.000481   -22.376            1 55863.019
 232      1.122137   -0.000528   -22.338            1 55924.674
 233      1.121227   -0.000910   -22.555            1 55986.557
 234      1.120875   -0.000352   -22.401            1 56047.795
 235      1.120364   -0.000512   -22.353            1 56109.657
 236      1.119943   -0.000421   -22.244            1 56171.783
 237      1.118825   -0.001118   -22.601            1 56234.384
 238      1.118771   -0.000054   -22.249            1 56295.848
 239      1.116883   -0.001888   -23.123            1 56358.633
 240      1.116378   -0.000505   -23.077            1 56418.474
 241      1.116010   -0.000368   -22.938            1 56478.565
 242      1.115604   -0.000407   -22.824            1 56539.229
 243      1.115189   -0.000414   -22.715            1 56600.383
 244      1.114317   -0.000873   -22.914            1 56662.012
 245      1.114220   -0.000096   -22.592            1 56723.034
 246      1.113761   -0.000459   -22.512            1 56785.288
 247      1.113113   -0.000648   -22.559            1 56847.921
 248      1.112361   -0.000752   -22.678            1 56910.484
 249      1.111891   -0.000470   -22.606            1 56972.720
 250      1.111261   -0.000630   -22.642            1 57035.309
 251      1.110683   -0.000578   -22.644            1 57097.864
 252      1.110144   -0.000539   -22.620            1 57160.508
 253      1.109576   -0.000569   -22.616            1 57223.336
 254      1.108569   -0.001006   -22.909            1 57286.276
 255      1.108148   -0.000421   -22.807            1 57348.246
 256      1.107281   -0.000867   -23.007            1 57410.680
 257      1.107128   -0.000153   -22.724            1 57472.475
 258      1.106939   -0.000188   -22.463            1 57535.398
 259      1.105760   -0.001180   -22.876            1 57599.379
 260      1.105319   -0.000441   -22.788            1 57661.936
 261      1.104672   -0.000647   -22.840            1 57724.910
 262      1.103665   -0.001007   -23.138            1 57787.785
 263      1.102768   -0.000897   -23.364            1 57849.644
 264      1.102383   -0.000385   -23.243            1 57910.751
 265      1.101620   -0.000763   -23.378            1 57972.398
 266      1.101008   -0.000612   -23.412            1 58033.625
 267      1.100631   -0.000377   -23.285            1 58094.810
 268      1.100192   -0.000439   -23.200            1 58156.559
 269      1.099494   -0.000698   -23.293            1 58218.716
 270      1.099206   -0.000287   -23.104            1 58280.610
 271      1.097749   -0.001458   -23.718            1 58343.311
 272      1.097313   -0.000436   -23.635            1 58403.761
 273      1.097044   -0.000269   -23.436            1 58464.611
 274      1.096654   -0.000390   -23.319            1 58526.303
 275      1.096418   -0.000235   -23.095            1 58588.530
 276      1.095557   -0.000861   -23.302            1 58651.707
 277      1.095038   -0.000519   -23.274            1 58714.176
 278      1.094161   -0.000877   -23.492            1 58776.841
 279      1.093880   -0.000282   -23.302            1 58838.742
 280      1.093489   -0.000391   -23.186            1 58901.469
 281      1.093051   -0.000438   -23.102            1 58964.738
 282      1.092699   -0.000352   -22.958            1 59028.428
 283      1.091980   -0.000719   -23.068            1 59092.778
 284      1.091221   -0.000759   -23.206            1 59156.787
 285      1.090870   -0.000352   -23.063            1 59220.339
 286      1.090446   -0.000423   -22.968            1 59284.550
 287      1.089640   -0.000807   -23.140            1 59349.230
 288      1.089318   -0.000322   -22.976            1 59413.313
 289      1.088820   -0.000498   -22.934            1 59478.147
 290      1.088109   -0.000711   -23.040            1 59543.244
 291      1.086957   -0.001152   -23.454            1 59608.007
 292      1.086761   -0.000196   -23.205            1 59671.182
 293      1.086035   -0.000727   -23.325            1 59735.454
 294      1.085182   -0.000853   -23.534            1 59799.327
 295      1.085020   -0.000162   -23.262            1 59862.432
 296      1.084390   -0.000630   -23.315            1 59926.737
 297      1.084038   -0.000352   -23.175            1 59990.909
 298      1.083266   -0.000772   -23.327            1 60055.750
 299      1.082302   -0.000965   -23.617            1 60120.048
 300      1.081722   -0.000579   -23.638            1 60183.232
 301      1.081016   -0.000706   -23.749            1 60246.408
 302      1.080034   -0.000982   -24.055            1 60309.204
 303      1.079748   -0.000286   -23.874            1 60370.805
 304      1.079603   -0.000145   -23.592            1 60433.236
 305      1.079478   -0.000125   -23.295            1 60496.929
 306      1.078830   -0.000648   -23.364            1 60561.961
 307      1.078363   -0.000467   -23.307            1 60626.787
 308      1.077795   -0.000567   -23.319            1 60691.946
 309      1.077083   -0.000712   -23.435            1 60757.136
 310      1.076747   -0.000336   -23.285            1 60821.920
 311      1.076038   -0.000710   -23.400            1 60887.431
 312      1.075943   -0.000095   -23.080            1 60952.536
 313      1.075744   -0.000198   -22.831            1 61019.113
 314      1.073710   -0.002034   -23.882            1 61086.867
 315      1.073466   -0.000244   -23.671            1 61150.140
 316      1.073015   -0.000451   -23.606            1 61214.408
 317      1.072618   -0.000397   -23.502            1 61279.040
 318      1.072072   -0.000546   -23.503            1 61344.211
 319      1.071976   -0.000096   -23.185            1 61409.459
 320      1.071385   -0.000591   -23.217            1 61476.199
 321      1.070522   -0.000864   -23.443            1 61542.887
 322      1.069839   -0.000682   -23.542            1 61608.655
 323      1.069232   -0.000607   -23.589            1 61674.065
 324      1.068702   -0.000531   -23.581            1 61739.348
 325      1.068266   -0.000435   -23.506            1 61804.747
 326      1.067718   -0.000549   -23.511            1 61870.568
 327      1.067102   -0.000615   -23.565            1 61936.446
 328      1.066419   -0.000683   -23.667            1 62002.166
 329      1.065775   -0.000645   -23.743            1 62067.503
 330      1.065535   -0.000240   -23.529            1 62132.574
 331      1.065200   -0.000335   -23.383            1 62198.698
 332      1.064452   -0.000748   -23.532            1 62265.579
 333      1.063401   -0.001051   -23.900            1 62331.857
 334      1.063030   -0.000371   -23.782            1 62396.519
 335      1.062613   -0.000417   -23.696            1 62461.801
 336      1.061973   -0.000640   -23.771            1 62527.556
 337      1.061348   -0.000625   -23.836            1 62593.042
 338      1.060689   -0.000660   -23.926            1 62658.302
 339      1.060671   -0.000018   -23.555            1 62723.213
 340      1.059909   -0.000762   -23.717            1 62789.946
 341      1.059423   -0.000487   -23.683            1 62855.991
 342      1.058893   -0.000529   -23.679            1 62922.276
 343      1.058671   -0.000223   -23.454            1 62988.657
 344      1.057444   -0.001227   -23.954            1 63056.191
 345      1.056712   -0.000732   -24.100            1 63121.417
 346      1.056577   -0.000135   -23.814            1 63186.016
 347      1.056041   -0.000536   -23.818            1 63252.055
 348      1.055467   -0.000573   -23.848            1 63318.152
 349      1.054847   -0.000621   -23.914            1 63384.177
 350      1.054541   -0.000306   -23.751            1 63449.957
 351      1.053671   -0.000869   -23.997            1 63516.600
 352      1.053464   -0.000207   -23.764            1 63582.115
 353      1.052476   -0.000988   -24.097            1 63648.845
 354      1.051983   -0.000493   -24.073            1 63714.010
 355      1.051867   -0.000116   -23.773            1 63779.362
 356      1.051087   -0.000779   -23.956            1 63846.264
 357      1.050659   -0.000428   -23.884            1 63912.332
 358      1.050334   -0.000325   -23.736            1 63978.829
 359      1.050060   -0.000275   -23.550            1 64046.137
 360      1.049723   -0.000337   -23.408            1 64114.453
 361      1.049223   -0.000500   -23.385            1 64183.563
 362      1.048318   -0.000905   -23.660            1 64252.869
 363      1.047778   -0.000540   -23.669            1 64320.862
 364      1.047508   -0.000270   -23.479            1 64388.887
 365      1.046765   -0.000743   -23.636            1 64457.955
 366      1.046341   -0.000424   -23.561            1 64526.295
 367      1.046274   -0.000067   -23.221            1 64595.101
 368      1.045718   -0.000556   -23.240            1 64665.736
 369      1.044653   -0.001064   -23.634            1 64736.359
 370      1.044563   -0.000091   -23.313            1 64805.017
 371      1.043917   -0.000645   -23.399            1 64875.426
 372      1.042876   -0.001042   -23.778            1 64945.466
 373      1.042381   -0.000495   -23.757            1 65013.594
 374      1.042033   -0.000348   -23.627            1 65081.905
 375      1.041584   -0.000449   -23.571            1 65150.972
 376      1.040743   -0.000840   -23.805            1 65220.407
 377      1.040093   -0.000651   -23.900            1 65288.677
 378      1.039779   -0.000314   -23.746            1 65356.508
 379      1.039095   -0.000683   -23.866            1 65425.225
 380      1.038818   -0.000277   -23.685            1 65493.371
 381      1.038616   -0.000202   -23.448            1 65562.555
 382      1.037740   -0.000875   -23.709            1 65633.097
 383      1.037039   -0.000702   -23.843            1 65702.297
 384      1.036587   -0.000452   -23.792            1 65770.837
 385      1.035887   -0.000700   -23.927            1 65839.719
 386      1.035677   -0.000210   -23.697            1 65907.933
 387      1.035288   -0.000388   -23.599            1 65977.472
 388      1.034916   -0.000373   -23.488            1 66047.624
 389      1.034425   -0.000491   -23.465            1 66118.460
 390      1.033988   -0.000437   -23.402            1 66189.498
 391      1.033130   -0.000858   -23.653            1 66260.964
 392      1.032694   -0.000436   -23.591            1 66331.095
 393      1.031986   -0.000708   -23.732            1 66401.645
 394      1.031492   -0.000494   -23.714            1 66471.470
 395      1.030839   -0.000653   -23.816            1 66541.461
 396      1.030286   -0.000552   -23.843            1 66610.941
 397      1.030012   -0.000274   -23.661            1 66680.330
 398      1.029572   -0.000440   -23.604            1 66750.818
 399      1.028997   -0.000575   -23.647            1 66821.703
 400      1.028548   -0.000449   -23.596            1 66892.408
 401      1.027854   -0.000694   -23.730            1 66963.471
 402      1.026927   -0.000926   -24.039            1 67033.829
 403      1.026646   -0.000281   -23.865            1 67102.454
 404      1.026415   -0.000231   -23.652            1 67172.145
 405      1.025917   -0.000498   -23.639            1 67243.142
 406      1.025712   -0.000205   -23.405            1 67314.277
 407      1.024921   -0.000791   -23.612            1 67386.862
 408      1.023788   -0.001133   -24.080            1 67458.288
 409      1.023157   -0.000631   -24.172            1 67527.007
 410      1.022984   -0.000173   -23.917            1 67595.235
 411      1.022574   -0.000410   -23.841            1 67665.023
 412      1.022006   -0.000568   -23.884            1 67735.322
 413      1.021704   -0.000302   -23.725            1 67805.420
 414      1.021161   -0.000543   -23.749            1 67876.528
 415      1.020772   -0.000389   -23.657            1 67947.551
 416      1.020479   -0.000292   -23.489            1 68019.195
 417      1.020262   -0.000217   -23.264            1 68091.919
 418      1.019752   -0.000510   -23.260            1 68166.092
 419      1.018553   -0.001199   -23.781            1 68240.359
 420      1.018461   -0.000092   -23.463            1 68311.477
 421      1.018041   -0.000420   -23.393            1 68384.620
 422      1.017558   -0.000482   -23.370            1 68458.263
 423      1.017233   -0.000325   -23.226            1 68532.115
 424      1.016917   -0.000317   -23.075            1 68606.935
 425      1.015768   -0.001149   -23.561            1 68682.775
 426      1.015659   -0.000108   -23.253            1 68755.620
 427      1.014794   -0.000865   -23.523            1 68830.474
 428      1.014721   -0.000073   -23.188            1 68903.676
 429      1.013704   -0.001017   -23.575            1 68979.077
 430      1.012914   -0.000790   -23.792            1 69052.064
 431      1.012323   -0.000591   -23.857            1 69123.721
 432      1.012018   -0.000305   -23.703            1 69195.007
 433      1.011894   -0.000124   -23.409            1 69267.333
 434      1.011632   -0.000263   -23.219            1 69341.617
 435      1.011286   -0.000345   -23.092            1 69417.199
 436      1.010403   -0.000884   -23.379            1 69493.682
 437      1.009864   -0.000539   -23.402            1 69568.344
 438      1.009681   -0.000183   -23.151            1 69642.909
 439      1.009286   -0.000395   -23.062            1 69719.197
 440      1.008659   -0.000626   -23.151            1 69796.141
 441      1.008441   -0.000219   -22.926            1 69872.554
 442      1.007915   -0.000526   -22.938            1 69950.544
 443      1.007009   -0.000906   -23.243            1 70028.528
 444      1.006507   -0.000502   -23.239            1 70104.514
 445      1.005873   -0.000634   -23.337            1 70180.589
 446      1.005570   -0.000303   -23.179            1 70256.056
 447      1.004761   -0.000809   -23.413            1 70332.653
 448      1.004623   -0.000139   -23.129            1 70407.707
 449      1.004523   -0.000100   -22.812            1 70484.769
 450      1.003545   -0.000977   -23.176            1 70564.085
 451      1.003254   -0.000292   -23.008            1 70640.945
 452      1.002937   -0.000317   -22.859            1 70719.028
 453      1.002032   -0.000905   -23.168            1 70798.216
 454      1.001830   -0.000202   -22.931            1 70875.302
 455      1.000830   -0.001000   -23.316            1 70954.113
 456      1.000714   -0.000116   -23.013            1 71030.267
 457      1.000314   -0.000401   -22.930            1 71108.621
 458      0.999496   -0.000817   -23.174            1 71187.623
 459      0.998760   -0.000737   -23.356            1 71264.947
 460      0.998580   -0.000180   -23.103            1 71341.016
 461      0.998186   -0.000394   -23.017            1 71418.947
 462      0.997768   -0.000418   -22.949            1 71497.555
 463      0.997088   -0.000680   -23.087            1 71576.713
 464      0.996841   -0.000247   -22.885            1 71654.929
 465      0.996474   -0.000367   -22.777            1 71734.671
 466      0.996141   -0.000332   -22.640            1 71815.272
 467      0.995013   -0.001128   -23.129            1 71896.947
 468      0.994317   -0.000696   -23.282            1 71975.061
 469      0.994132   -0.000185   -23.034            1 72052.086
 470      0.993815   -0.000317   -22.888            1 72131.001
 471      0.993445   -0.000370   -22.783            1 72211.062
 472      0.992454   -0.000991   -23.167            1 72291.971
 473      0.992107   -0.000347   -23.046            1 72370.034
 474      0.991214   -0.000893   -23.356            1 72449.053
 475      0.991119   -0.000096   -23.039            1 72525.765
 476      0.990746   -0.000372   -22.937            1 72604.932
 477      0.990352   -0.000394   -22.853            1 72684.921
 478      0.990194   -0.000158   -22.580            1 72765.611
 479      0.988956   -0.001238   -23.162            1 72848.464
 480      0.988722   -0.000234   -22.953            1 72926.855
 481      0.988097   -0.000625   -23.052            1 73006.913
 482      0.987872   -0.000226   -22.835            1 73086.239
 483      0.987477   -0.000395   -22.751            1 73167.309
 484      0.986743   -0.000733   -22.936            1 73249.088
 485      0.986565   -0.000179   -22.681            1 73329.450
 486      0.986183   -0.000382   -22.586            1 73411.883
 487      0.985828   -0.000354   -22.469            1 73495.128
 488      0.984740   -0.001088   -22.936            1 73579.373
 489      0.984574   -0.000166   -22.671            1 73659.911
 490      0.983997   -0.000577   -22.733            1 73742.628
 491      0.983757   -0.000240   -22.525            1 73824.891
 492      0.983494   -0.000263   -22.335            1 73908.889
 493      0.982825   -0.000669   -22.468            1 73994.503
 494      0.982723   -0.000102   -22.148            1 74079.080
 495      0.982085   -0.000638   -22.256            1 74166.363
 496      0.981352   -0.000733   -22.441            1 74252.816
 497      0.980664   -0.000688   -22.591            1 74337.784
 498      0.980360   -0.000304   -22.435            1 74421.543
 499      0.979777   -0.000583   -22.501            1 74506.661
 500      0.979316   -0.000461   -22.471            1 74591.267
 501      0.978978   -0.000338   -22.341            1 74676.175
 502      0.978395   -0.000583   -22.408            1 74762.235
 503      0.978286   -0.000109   -22.094            1 74847.773
